Tokens,Entities
ⲣⲟⲩϩⲉ ⲇⲉ ⲛⲧⲉⲣⲉ ϥ ϣⲱⲡⲉ ⲡⲉ ⲉⲣⲉ ⲡ ⲣⲏ ⲛⲁ ϩⲱⲧⲡ ⲁ ⲩ ⲉⲓⲛⲉ ⲛⲁ ϥ ⲛ ⲛ ⲉⲧ ⲙⲟⲕϩ ⲧⲏⲣ ⲟⲩ ⲙⲛ ⲛ ⲉⲧ ⲣⲉⲛⲇⲁⲓⲙⲱⲛⲓⲟⲛ ⲛⲙⲙⲁ ⲩ,time O O O O O O object object O O O O O O O O person O O O O O O O O O person
ⲁⲩⲱ ⲧ ⲡⲟⲗⲓⲥ ⲧⲏⲣ ⲥ ⲁ ⲥ ⲥⲱⲟⲩϩ ϩⲓⲣⲙ ⲡ ⲣⲟ ⲙ ⲡ ⲏⲓ .,O place O O place O O O O object O O place place O
ⲁ ϥ ⲑⲉⲣⲁⲡⲟⲩ ⲛ ⲟⲩ ⲙⲏⲏϣⲉ ⲉ ⲩ ⲙⲟⲕϩ ⲛ ϣⲱⲛⲉ ⲉ ⲩ ϣⲟⲃⲉ ⲁⲩⲱ ⲟⲩ ⲙⲏⲏϣⲉ ⲛ ⲇⲁⲓⲙⲱⲛⲓⲟⲛ ⲁ ϥ ⲛⲟϫ ⲟⲩ ⲉⲃⲟⲗ ⲉ ⲙⲁ ϥ ⲕⲁ ⲛ ⲇⲁⲓⲙⲱⲛⲓⲟⲛ ⲉ ϣⲁϫⲉ ⲉⲃⲟⲗ ϫⲉ ⲉ ⲩ ⲥⲟⲟⲩⲛ ⲙⲙⲟ ϥ,O O O O person O O O O O O O O person O person O O person O O O O O O O O O person person O O O O O O O O O
ⲁⲩⲱ ϩⲧⲟⲟⲩ ⲉⲙⲁⲧⲉ ⲛⲧⲉⲣⲉ ϥ ⲧⲱⲟⲩⲛ ⲁ ϥ ⲃⲱⲕ ⲉⲃⲟⲗ ⲉ ⲩ ⲙⲁ ⲛ ϫⲁⲓⲉ ⲁ ϥ ϣⲗⲏⲗ ⲙ ⲡ ⲛⲁⲩ ⲉⲧ ⲙⲙⲁⲩ,O O O O O O O O O O O place O O place O O O O time O O time
ⲁⲩⲱ ⲁ ⲩ ⲡⲱⲧ ⲉⲃⲟⲗ ⲛⲥⲱ ϥ ⲛϭⲓ ⲥⲓⲙⲱⲛ ⲙⲛ ⲛ ⲉⲧ ⲛⲙⲙⲁ ϥ ⲁ ⲩ ⲧⲁϩⲟ ϥ,O O O O O O O O person-Saint_Peter O person O O person O O O O
ⲁⲩⲱ ⲡⲉϫⲁ ⲩ ⲛⲁ ϥ ϫⲉ ⲥⲉ ⲕⲱⲧⲉ ⲛⲥⲱ ⲕ ⲧⲏⲣ ⲟⲩ,O O O O O O O O O O O O
ⲡⲉϫⲁ ϥ ⲛⲁ ⲩ ϫⲉ ⲙⲁⲣⲟ ⲛ ⲉ ⲕⲉ ⲙⲁ ⲉ ⲛ ⲕⲉ ⲧⲙⲙⲟ ⲉⲧ ϩⲏⲛ ⲉϩⲟⲩⲛ ϫⲉⲕⲁⲁⲥ ⲉⲓⲉ ⲕⲏⲣⲩⲥⲥⲉ ⲟⲛ ⲛϩⲏⲧ ⲟⲩ ⲛⲧ ⲁ ⲓ ⲉⲓ ⲅⲁⲣ ⲉⲃⲟⲗ ⲉ ⲡⲉⲓ ϩⲱⲃ .,O O O O O O O O place place O place O O O O place O O O O O O O O O O O O O event event O
ⲁⲩⲱ ⲁ ϥ ⲃⲱⲕ ⲉ ϥ ⲕⲏⲣⲩⲥⲥⲉ ϩⲛ ⲛⲉⲩ ⲥⲩⲛⲁⲅⲱⲅⲏ ϩⲛ ⲧ ⲅⲁⲗⲓⲗⲁⲓⲁ ⲧⲏⲣ ⲥ ⲁⲩⲱ ⲛ ⲕⲉ ⲇⲁⲓⲙⲱⲛⲓⲟⲛ ⲉ ϥ ⲛⲟⲩϫⲉ ⲙⲙⲟ ⲟⲩ ⲉⲃⲟⲗ,O O O O O O O O place place O place-Galilee O O place-Galilee O person O person O O O O O O
ⲁⲩⲱ ⲁ ϥ ⲉⲓ ϣⲁⲣⲟ ϥ ⲛϭⲓ ⲟⲩ ⲣⲱⲙⲉ ⲉ ϥ ⲥⲟⲃϩ ⲉ ϥ ⲡⲁⲣⲁⲕⲁⲗⲉⲓ ⲙⲙⲟ ϥ ⲉ ϥ ϫⲱ ⲙⲙⲟ ⲥ ⲛⲁ ϥ ϫⲉ ⲉⲕϣⲁⲛ ⲟⲩⲱϣ ⲕ ⲛⲁ ⲧⲃⲃⲟ ⲓ,O O O O O O O person O O O person O O O O O O O O O O O O O O O O O O O
ⲁⲩⲱ ⲛⲧⲉⲣⲉ ϥ ϣⲛ ϩⲧⲏ ϥ ⲁ ϥ ⲥⲟⲩⲧⲛ ⲧⲟⲟⲧ ϥ ⲉⲃⲟⲗ ⲁⲩⲱ ⲁ ϥ ⲕⲱϩ ⲉⲣⲟ ϥ ⲉ ϥ ϫⲱ ⲙⲙⲟ ⲥ ⲛⲁ ϥ ϫⲉ ϯ ⲟⲩⲱϣ ⲧⲃⲃⲟ .,O O O O O O O O O object object O O O O O O O O O O O O O O O O O O O
ⲁⲩⲱ ⲛ ⲧⲉ ⲩⲛⲟⲩ ⲁ ⲡⲉϥ ⲥⲱⲃⲁϩ ⲗⲟ ϩⲓⲱⲱ ϥ ⲁ ϥ ⲧⲃⲃⲟ .,O O O O O abstract abstract O O O O O O O
ⲁⲩⲱ ⲛⲧⲉⲣⲉ ϥ ϩⲱⲛ ⲉⲧⲟⲟⲧ ϥ ⲛ ⲧⲉ ⲩⲛⲟⲩ ⲁ ϥ ϫⲟⲟⲩ ϥ ⲉⲃⲟⲗ,O O O O O O O O O O O O O O
ⲉ ϥ ϫⲱ ⲙⲙⲟ ⲥ ⲛⲁ ϥ ϫⲉ ϭⲱϣⲧ ⲙⲡⲣ ϫⲟⲟ ⲥ ⲛ ⲗⲁⲁⲩ . ⲁⲗⲗⲁ ⲃⲱⲕ ⲛ ⲅ ⲧⲥⲁⲃⲟ ⲕ ⲉ ⲡ ⲟⲩⲏⲏⲃ ⲛ ⲅ ϫⲓ ⲉϩⲣⲁⲓ ⲉⲧⲃⲉ ⲡⲉⲕ ⲧⲃⲃⲟ ⲛ ⲛ ⲉⲛⲧ ⲁ ⲙⲱⲩⲥⲏⲥ ⲟⲩⲉϩⲥⲁϩⲛⲉ ⲙⲙⲟ ⲟⲩ ⲉ ⲩ ⲙⲛⲧⲙⲛⲧⲣⲉ ⲛⲁ ⲩ .,O O O O O O O O O O O O O person O O O O O O O O person person O O O O O abstract abstract O abstract O O person-Moses O O abstract O abstract O O abstract O
ⲛⲧⲉⲣⲉ ϥ ⲉⲓ ⲇⲉ ⲉⲃⲟⲗ ⲁ ϥ ⲁⲣⲭⲉⲥⲑⲁⲓ ⲛ ⲧⲁϣⲉⲟⲉⲓϣ ⲛ ϩⲁϩ ⲁⲩⲱ ⲉ ⲥⲣ ⲡ ϣⲁϫⲉ ϩⲱⲥⲧⲉ ⲛ ϥ ⲧⲙ ϭⲙϭⲟⲙ ⲉ ⲃⲱⲕ ⲉϩⲟⲩⲛ ⲉ ⲧ ⲡⲟⲗⲓⲥ ⲛ ⲟⲩⲱⲛϩ ⲁⲗⲗⲁ ⲛⲉ ϥ ϩⲛ ϩⲉⲛ ⲙⲁ ⲛ ϫⲁⲓⲉ ⲁⲩⲱ ⲛⲉ ⲩ ⲛⲏⲩ ⲉⲣⲁⲧ ϥ ⲉⲃⲟⲗ ϩⲙ ⲙⲁ ⲛⲓⲙ .,O O O O O O O O O O O O O O O abstract abstract O O O O O O O O O place place O O O O O O place O O place O O O O O O O O place place O
ⲡⲁⲩⲗⲟⲥ ⲡ ⲁⲡⲟⲥⲧⲟⲗⲟⲥ ⲉⲧ ⲧⲁϩⲙ ⲙ ⲡⲉ ⲭⲣⲓⲥⲧⲟⲥ ⲓⲏⲥⲟⲩⲥ ϩⲓⲧⲙ ⲡ ⲟⲩⲱϣ ⲙ ⲡ ⲛⲟⲩⲧⲉ ⲙⲛ ⲥⲱⲥⲑⲉⲛⲏⲥ ⲡ ⲥⲟⲛ,person-Paul_the_Apostle O O O O O person-Jesus O person-Jesus O abstract O O person person O person O person
ⲉ ⲩ ⲥϩⲁⲓ ⲛ ⲧ ⲉⲕⲕⲗⲏⲥⲓⲁ ⲙ ⲡ ⲛⲟⲩⲧⲉ ⲧⲁⲓ ⲉⲧ ϣⲟⲟⲡ ϩⲛ ⲕⲟⲣⲓⲛⲑⲟⲥ . ⲛ ⲉⲧ ⲧⲃⲃⲏⲩ ϩⲙ ⲡⲉ ⲭⲣⲓⲥⲧⲟⲥ ⲓⲏⲥⲟⲩⲥ ⲛ ⲉⲧ ⲧⲁϩⲙ ⲉⲧ ⲟⲩⲁⲁⲃ . ⲙⲛ ⲟⲩⲟⲛ ⲛⲓⲙ ⲉⲧ ⲉⲡⲓⲕⲁⲗⲉⲓ ⲙ ⲡ ⲣⲁⲛ ⲙ ⲡⲉⲛ ϫⲟⲉⲓⲥ ⲓⲏⲥⲟⲩⲥ ⲡⲉ ⲭⲣⲓⲥⲧⲟⲥ ϩⲙ ⲙⲁ ⲛⲓⲙ ⲛⲧⲁ ⲩ ⲛⲙⲙⲁ ⲛ .,O O O O organization O O person person O O O O place O person O O O person-Jesus O person-Jesus O O O O person O O person O O O O abstract O O person-Jesus O O O person-Jesus O place O O O O place O
ⲧⲉ ⲭⲁⲣⲓⲥ ⲛⲏ ⲧⲛ ⲙⲛ ⲧ ⲉⲓⲣⲏⲛⲏ ⲉⲃⲟⲗ ϩⲓⲧⲙ ⲡ ⲛⲟⲩⲧⲉ ⲡⲉⲛ ⲉⲓⲱⲧ ⲙⲛ ⲡⲉⲛ ϫⲟⲉⲓⲥ ⲓⲏⲥⲟⲩⲥ ⲡⲉ ⲭⲣⲓⲥⲧⲟⲥ .,abstract O O O O abstract O O O person O O person O person-Jesus O O O person-Jesus O
ϯ ϣⲡϩⲙⲟⲧ ⲛⲧⲙ ⲡⲁ ⲛⲟⲩⲧⲉ ⲛ ⲟⲩⲟⲉⲓϣ ⲛⲓⲙ ϩⲁⲣⲱ ⲧⲛ ⲉϩⲣⲁⲓ ⲉϫⲛ ⲧⲉ ⲭⲁⲣⲓⲥ ⲙ ⲡ ⲛⲟⲩⲧⲉ ⲧⲁⲓ ⲉⲛⲧ ⲁ ⲩ ⲧⲁⲁ ⲥ ⲛⲏ ⲧⲛ ϩⲙ ⲡⲉ ⲭⲣⲓⲥⲧⲟⲥ ⲓⲏⲥⲟⲩⲥ .,O O O person person O time time O O O O abstract O O person person O O O O O O O O O person-Jesus O person-Jesus O
ϫⲉ ϩⲛ ϩⲱⲃ ⲛⲓⲙ ⲁ ⲧⲉⲧⲛ ⲣⲣⲙⲙⲁⲟ ⲛϩⲏⲧ ϥ . ϩⲛ ϣⲁϫⲉ ⲛⲓⲙ ⲙⲛ ⲥⲟⲟⲩⲛ ⲛⲓⲙ,O O abstract abstract O O O O O O O abstract abstract O abstract abstract
ⲕⲁⲧⲁ ⲧ ϩⲉ ⲉⲛⲧ ⲁ ⲧ ⲙⲛⲧⲙⲛⲧⲣⲉ ⲙ ⲡ ⲛⲟⲩⲧⲉ ⲧⲁϫⲣⲟ ⲛϩⲏⲧ ⲧⲏⲩⲧⲛ .,O O O O O abstract O O person person O O O O
ϩⲱⲥⲧⲉ ⲉ ⲧⲙ ⲧⲣⲉ ⲧⲛ ϣⲱⲱⲧ ⲛ ⲗⲁⲁⲩ ⲛ ϩⲙⲟⲧ ⲉ ⲧⲉⲧⲛ ϭⲱϣⲧ ϩⲏⲧ ϥ ⲙ ⲡ ϭⲱⲗⲡ ⲉⲃⲟⲗ ⲙ ⲡⲉⲛ ϫⲟⲉⲓⲥ ⲓⲏⲥⲟⲩⲥ ⲡⲉ ⲭⲣⲓⲥⲧⲟⲥ,O O O O O O O abstract O abstract O O O O O O abstract O O O person-Jesus O O O person-Jesus
ⲡⲁⲓ ⲉⲧ ⲛⲁ ⲧⲁϫⲣⲉ ⲧⲏⲩⲧⲛ ⲉ ⲧⲉⲧⲛ ϫⲏⲕ ⲉⲃⲟⲗ ⲉ ⲙⲛ ⲛⲟⲃⲉ ϫⲓ ⲉϩⲟⲩⲛ ⲉⲣⲱ ⲧⲛ ϣⲁ ⲡⲉ ϩⲟⲟⲩ ⲙ ⲡⲉⲛ ϫⲟⲉⲓⲥ ⲓⲏⲥⲟⲩⲥ ⲡⲉ ⲭⲣⲓⲥⲧⲟⲥ .,person O O O person O O O O O O abstract O O O O O time O O person-Jesus O O O person-Jesus O
ⲟⲩ ⲡⲓⲥⲧⲟⲥ ⲡⲉ ⲡ ⲛⲟⲩⲧⲉ ⲡⲁⲓ ⲉⲛⲧ ⲁ ϥ ⲧⲉϩⲙ ⲧⲏⲩⲧⲛ ⲉⲃⲟⲗ ϩⲓⲧⲟⲟⲧ ϥ ⲉ ⲧ ⲕⲟⲓⲛⲱⲛⲓⲁ ⲙ ⲡⲉϥ ϣⲏⲣⲉ ⲓⲏⲥⲟⲩⲥ ⲡⲉ ⲭⲣⲓⲥⲧⲟⲥ ⲡⲉⲛ ϫⲟⲉⲓⲥ .,person person O person O O O O O O O O O O O abstract O O person-Jesus O O O O O person-Jesus O
ⲧⲛ ⲡⲁⲣⲁⲕⲁⲗⲉⲓ ⲇⲉ ⲙⲙⲱ ⲧⲛ ⲛⲉ ⲥⲛⲏⲩ ϩⲓⲧⲙ ⲡ ⲣⲁⲛ ⲙ ⲡⲉⲛ ϫⲟⲉⲓⲥ ⲓⲏⲥⲟⲩⲥ ⲡⲉ ⲭⲣⲓⲥⲧⲟⲥ ϫⲉⲕⲁⲁⲥ ⲉⲧⲉⲧⲛⲉ ϫⲱ ⲙ ⲡⲓ ϣⲁϫⲉ ⲛ ⲟⲩⲱⲧ ⲧⲏⲣ ⲧⲛ . ⲛⲧⲉ ⲧⲙ ⲡⲱⲣϫ ϣⲱⲡⲉ ⲛϩⲏⲧ ⲧⲏⲩⲧⲛ . ⲛ ⲧⲉⲧⲛ ϣⲱⲡⲉ ⲇⲉ ⲉ ⲧⲉⲧⲛ ⲥⲃⲧⲱⲧ ϩⲙ ⲡⲓ ϩⲏⲧ ⲛ ⲟⲩⲱⲧ ⲙⲛ ϯ ⲅⲛⲱⲙⲏ ⲛ ⲟⲩⲱⲧ .,O O O O O person person O abstract O O person-Jesus O O O person-Jesus O O O O abstract O O abstract O O O O O abstract O O O O O O O O O O O O abstract O O abstract O abstract O O abstract O
ⲁ ⲩ ⲧⲁⲙⲟ ⲓ ⲅⲁⲣ ⲉⲧⲃⲉ ⲧⲏⲩⲧⲛ ⲛⲁ ⲥⲛⲏⲩ ⲉⲃⲟⲗ ϩⲓⲧⲟⲟⲧ ⲟⲩ ⲛ ⲛⲁ ⲭⲗⲟⲏ ϫⲉ ⲟⲩⲛ ϩⲉⲛ ϯⲧⲱⲛ ⲛϩⲏⲧ ⲧⲏⲩⲧⲛ .,O O O O O O O person person O O O O person person O O event event O O O
ϯ ϫⲱ ⲇⲉ ⲙ ⲡⲁⲓ ϫⲉ ⲡ ⲟⲩⲁ ⲡ ⲟⲩⲁ ⲙⲙⲱ ⲧⲛ ϫⲱ ⲙⲙⲟ ⲥ ϫⲉ ⲁⲛⲟⲕ ⲙⲉⲛ ⲁⲛⲅ ⲡⲁ ⲡⲁⲩⲗⲟⲥ ⲁⲛⲟⲕ ⲇⲉ ⲁⲛⲅ ⲡⲁ ⲁⲡⲟⲗⲗⲱ ⲁⲛⲟⲕ ⲇⲉ ⲁⲛⲅ ⲡⲁ ⲕⲏⲫⲁⲥ ⲁⲛⲟⲕ ⲇⲉ ⲁⲛⲅ ⲡⲁ ⲡⲉ ⲭⲣⲓⲥⲧⲟⲥ .,O O O O abstract O person O O O O person O O O O O O O person person-Paul_the_Apostle O O O person person-Apollos O O O person person-Saint_Peter O O O person person person O
ⲙⲏ ⲛⲧ ⲁ ⲩ ⲡⲱϣ ⲙ ⲡⲉ ⲭⲣⲓⲥⲧⲟⲥ . ⲙⲏ ⲛⲧ ⲁ ⲩ ⲥⲧⲁⲩⲣⲟⲩ ⲙ ⲡⲁⲩⲗⲟⲥ ϩⲁⲣⲱ ⲧⲛ . ⲏ ⲛⲧ ⲁ ⲧⲉⲧⲛ ϫⲓⲃⲁⲡⲧⲓⲥⲙⲁ ⲉ ⲡ ⲣⲁⲛ ⲙ ⲡⲁⲩⲗⲟⲥ .,O O O O O O person person O O O O O O O person-Paul_the_Apostle O O O O O O O O O abstract O O person-Paul_the_Apostle O
ϯ ϣⲡϩⲙⲟⲧ ϫⲉ ⲙⲡ ⲓ ⲃⲁⲡⲧⲓⲍⲉ ⲛ ⲗⲁⲁⲩ ⲙⲙⲱ ⲧⲛ ⲛⲥⲁ ⲕⲣⲓⲥⲡⲟⲥ ⲙⲛ ⲅⲁⲓⲟⲥ .,O O O O O O O person O person O person-Crispus_of_Chalcedon O person-Gaius_%28biblical_figure%29 O
ϫⲉⲕⲁⲁⲥ ⲛⲛⲉ ⲟⲩⲁ ϫⲟⲟ ⲥ ϫⲉ ⲛⲧ ⲁ ⲧⲉⲧⲛ ⲃⲁⲡⲧⲓⲍⲉ ⲉ ⲡⲁ ⲣⲁⲛ .,O O person O O O O O O O O abstract abstract O
ⲁ ⲓ ⲃⲁⲡⲧⲓⲍⲉ ⲇⲉ ⲙ ⲡ ⲕⲉ ⲏⲓ ⲛ ⲥⲧⲉⲫⲁⲛⲁ ⲙⲛⲛⲥⲱ ⲥ ϭⲉ ⲛ ϯ ⲥⲟⲟⲩⲛ ⲁⲛ ϫⲉ ⲁ ⲓ ⲃⲁⲡⲧⲓⲍⲉ ⲛ ϭⲉ .,O O O O O place O O O person-Stephanas O O O O O O O O O O O O O O
ⲛⲧ ⲁ ⲡⲉ ⲭⲣⲓⲥⲧⲟⲥ ⲅⲁⲣ ⲧⲛⲛⲟⲟⲩ ⲧ ⲁⲛ ⲉ ⲃⲁⲡⲧⲓⲍⲉ ⲁⲗⲗⲁ ⲉ ⲉⲩⲁⲅⲅⲉⲗⲓⲍⲉ ϩⲛ ⲟⲩ ⲥⲟⲫⲓⲁ ⲁⲛ ⲛ ϣⲁϫⲉ ϫⲉⲕⲁⲁⲥ ⲛⲛⲉ ϥ ϣⲱⲡⲉ ⲉ ϥ ϣⲟⲩⲉⲓⲧ ⲛϭⲓ ⲡⲉ ⲥⲧⲁⲩⲣⲟⲥ ⲙ ⲡⲉ ⲭⲣⲓⲥⲧⲟⲥ .,O O person person O O O O O O O O O O abstract O O O abstract O O O O O O O O object O O person person O
ⲡ ϣⲁϫⲉ ⲅⲁⲣ ⲙ ⲡⲉ ⲥⲧⲁⲩⲣⲟⲥ ⲟⲩ ⲙⲛⲧⲥⲟϭ ⲙⲉⲛ ⲡⲉ ⲛ ⲛ ⲉⲧ ⲛⲁ ϩⲉ ⲉⲃⲟⲗ . ⲛⲁ ⲛ ⲇⲉ ⲛ ⲉⲧ ⲛⲁ ⲟⲩϫⲁⲓ . ⲟⲩ ϭⲟⲙ ⲛⲧⲉ ⲡ ⲛⲟⲩⲧⲉ ⲡⲉ .,abstract O O O object object abstract abstract O O person O O O O person O O O O person O O person O abstract O O person person O O
ϥ ⲥⲏϩ ⲅⲁⲣ ϫⲉ ϯ ⲛⲁ ⲧⲁⲕⲟ ⲛ ⲧ ⲥⲟⲫⲓⲁ ⲛ ⲛ ⲥⲟⲫⲟⲥ . ⲧⲁ ⲁⲑⲉⲧⲉⲓ ⲛ ⲧ ⲙⲛⲧⲥⲁⲃⲉ ⲛ ⲛ ⲥⲁⲃⲉⲉⲩ .,O O O O O O O O abstract O O person person O O O O abstract O O person person O
ⲉ ϥ ⲧⲱⲛ ⲥⲟⲫⲟⲥ ⲉ ϥ ⲧⲱⲛ ⲅⲣⲁⲙⲙⲁⲧⲉⲩⲥ ⲉ ϥ ⲧⲱⲛ ⲥⲩⲛⲍⲏⲧⲏⲧⲏⲥ ⲛⲧⲉ ⲡⲉⲓ ⲁⲓⲱⲛ ⲙⲏ ⲙⲡⲉ ⲡ ⲛⲟⲩⲧⲉ ⲉⲓⲣⲉ ⲛ ⲧ ⲥⲟⲫⲓⲁ ⲙ ⲡ ⲕⲟⲥⲙⲟⲥ ⲛ ⲥⲟϭ .,O O O person O O O person O O O person O time time O O person person O O abstract O O place place O abstract O
ⲉⲡⲉⲓⲇⲏ ⲅⲁⲣ ϩⲛ ⲧ ⲥⲟⲫⲓⲁ ⲙ ⲡ ⲛⲟⲩⲧⲉ ⲙⲡⲉ ⲡ ⲕⲟⲥⲙⲟⲥ ⲥⲟⲩⲛ ⲡ ⲛⲟⲩⲧⲉ ϩⲓⲧⲛ ⲧ ⲥⲟⲫⲓⲁ . ⲁ ϥ ⲣϩⲛⲁ ϥ ⲇⲉ ⲛϭⲓ ⲡ ⲛⲟⲩⲧⲉ ⲉ ⲧⲟⲩϫⲉ ⲛ ⲉⲧ ⲡⲓⲥⲧⲉⲩⲉ ϩⲓⲧⲛ ⲧ ⲙⲛⲧⲥⲟϭ ⲙ ⲡ ⲧⲁϣⲉⲟⲉⲓϣ .,O O O abstract O O person person O place place O person person O abstract abstract O O O O O O O person person O O person O person O abstract O O abstract abstract O
ⲉⲡⲉⲓⲇⲏ ⲛ ⲓⲟⲩⲇⲁⲓ ϩⲉⲛ ⲙⲁⲉⲓⲛ ⲛ ⲉⲧ ⲟⲩ ⲁⲓⲧⲉⲓ ⲙⲙⲟ ⲟⲩ . ⲛ ϩⲉⲗⲗⲏⲛ ⲇⲉ ⲉ ⲩ ϣⲓⲛⲉ ⲛⲥⲁ ⲟⲩ ⲥⲟⲫⲓⲁ .,O person person abstract abstract O O O O O O O person person O O O O O abstract abstract O
ⲁⲛⲟⲛ ⲇⲉ ⲉ ⲛ ⲧⲁϣⲉⲟⲉⲓϣ ⲙ ⲡⲉ ⲭⲣⲓⲥⲧⲟⲥ ⲉ ⲁ ⲩ ⲥⲧⲁⲩⲣⲟⲩ ⲙⲙⲟ ϥ . ⲛ ⲓⲟⲩⲇⲁⲓ ⲙⲉⲛ ⲟⲩ ⲥⲕⲁⲛⲇⲁⲗⲟⲛ ⲛⲁ ⲩ ⲡⲉ . ⲟⲩ ⲙⲛⲧⲥⲟϭ ⲇⲉ ⲡⲉ ⲛ ⲛ ϩⲉⲑⲛⲟⲥ .,O O O O O O person person O O O O O O O O person O abstract O O abstract O O abstract abstract O O O person person O
ⲛ ⲓⲟⲩⲇⲁⲓ ⲇⲉ ⲉⲧ ⲧⲁϩⲙ ⲙⲛ ⲛ ϩⲉⲗⲗⲏⲛ ⲡⲉ ⲭⲣⲓⲥⲧⲟⲥ ⲟⲩ ϭⲟⲙ ⲛⲁ ⲩ ⲛⲧⲉ ⲡ ⲛⲟⲩⲧⲉ ⲡⲉ . ⲁⲩⲱ ⲥⲟⲫⲓⲁ ⲛⲧⲉ ⲡ ⲛⲟⲩⲧⲉ ⲡⲉ .,person O O O person O person person person person abstract O O O O person person O O O abstract O person person O O
ϫⲉ ⲧ ⲙⲛⲧⲥⲟϭ ⲛⲧⲉ ⲡ ⲛⲟⲩⲧⲉ ⲟⲩ ⲙⲛⲧⲥⲁⲃⲉ ⲧⲉ ⲛϩⲟⲩⲟ ⲉ ⲛ ⲣⲱⲙⲉ . ⲁⲩⲱ ⲧ ⲙⲛⲧϭⲱⲃ ⲛⲧⲉ ⲡ ⲛⲟⲩⲧⲉ ⲥ ϫⲟⲟⲣ ⲛϩⲟⲩⲟ ⲉ ⲛ ⲣⲱⲙⲉ .,O abstract O O person person abstract abstract O O O person person O O abstract O O person person O O O O person person O
ⲧⲉⲧⲛ ϭⲱϣⲧ ⲅⲁⲣ ⲉ ⲡⲉⲧⲛ ⲧⲱϩⲙ ⲛⲁ ⲥⲛⲏⲩ ϫⲉ ⲙⲛ ϩⲁϩ ⲛ ⲥⲟⲫⲟⲥ ⲛϩⲏⲧ ϥ ⲕⲁⲧⲁ ⲥⲁⲣⲝ . ⲙⲛ ϩⲁϩ ⲛ ⲇⲩⲛⲁⲧⲟⲥ . ⲙⲛ ϩⲁϩ ⲛ ⲉⲩⲅⲉⲛⲏⲥ .,O O O O abstract abstract person person O O person O person O O O object O O person O person O O person O person O
ⲁⲗⲗⲁ ⲛ ⲥⲟϭ ⲛⲧⲉ ⲡ ⲕⲟⲥⲙⲟⲥ ⲛ ⲉⲛⲧ ⲁ ⲡ ⲛⲟⲩⲧⲉ ⲥⲟⲧⲡ ⲟⲩ ϫⲉⲕⲁⲁⲥ ⲉϥⲉ ϯϣⲓⲡⲉ ⲛ ⲛ ⲥⲁⲃⲉⲉⲩ . ⲁⲩⲱ ⲛ ϭⲱⲃ ⲛⲧⲉ ⲡ ⲕⲟⲥⲙⲟⲥ ⲛ ⲉⲛⲧ ⲁ ⲡ ⲛⲟⲩⲧⲉ ⲥⲟⲧⲡ ⲟⲩ . ϫⲉⲕⲁⲁⲥ ⲉϥⲉ ϯϣⲓⲡⲉ ⲛ ⲛ ϫⲱⲱⲣⲉ .,O abstract O O place place O O O person person O O O O O O person person O O abstract O O place place O O O person person O O O O O O O person person O
ⲁⲩⲱ ⲛ ϩⲏⲕⲉ ⲛⲧⲉ ⲡ ⲕⲟⲥⲙⲟⲥ ⲙⲛ ⲛ ⲉⲧ ⲥⲟϣϥ ⲛ ⲉⲛⲧ ⲁ ⲡ ⲛⲟⲩⲧⲉ ⲥⲟⲧⲡ ⲟⲩ . ⲛ ⲉⲧⲉ ⲛ ⲥⲉ ϣⲟⲟⲡ ⲁⲛ . ϫⲉⲕⲁⲁⲥ ⲉϥⲉ ⲕⲁⲧⲁⲣⲅⲉⲓ ⲛ ⲛ ⲉⲧ ϣⲟⲟⲡ .,O person O O place place O person O person O O O person person O O O abstract O O O O abstract O O O O O abstract O abstract O
ϫⲉ ⲛⲛⲉ ⲗⲁⲁⲩ ⲛ ⲥⲁⲣⲝ ϣⲟⲩϣⲟⲩ ⲙⲙⲟ ϥ ⲙ ⲡⲉ ⲙⲧⲟ ⲉⲃⲟⲗ ⲙ ⲡ ⲛⲟⲩⲧⲉ .,O O person O person O O O O abstract O O O person person O
ⲛⲧⲱⲧⲛ ⲇⲉ ⲛⲧⲉⲧⲛ ϩⲉⲛ ⲉⲃⲟⲗ ⲛϩⲏⲧ ϥ ϩⲙ ⲡⲉ ⲭⲣⲓⲥⲧⲟⲥ ⲓⲏⲥⲟⲩⲥ ⲡⲁⲓ ⲉⲛⲧ ⲁ ϥ ϣⲱⲡⲉ ⲛⲁ ⲛ ⲛ ⲥⲟⲫⲓⲁ ⲉⲃⲟⲗ ϩⲓⲧⲙ ⲡ ⲛⲟⲩⲧⲉ ⲛ ⲇⲓⲕⲁⲓⲟⲥⲩⲛⲏ ⲁⲩⲱ ⲛ ⲧⲃⲃⲟ ⲁⲩⲱ ⲛ ⲥⲱⲧⲉ .,O O O person O O O O person-Jesus O O O O O O O O O O abstract O O person person abstract abstract O abstract abstract O abstract abstract O
ϫⲉⲕⲁⲁⲥ ⲕⲁⲧⲁ ⲧ ϩⲉ ⲉⲧ ⲥⲏϩ ϫⲉ ⲡ ⲉⲧ ϣⲟⲩϣⲟⲩ ⲙⲙⲟ ϥ ⲙⲁⲣⲉ ϥ ϣⲟⲩϣⲟⲩ ⲙⲙⲟ ϥ ϩⲙ ⲡ ϫⲟⲉⲓⲥ .,O O O O O O O person O O O person O O O O O O person person O
